,FID,UniqueID,Country,USA_AEZ,Image,Month,Year,jd,long,lat,Crop,Stage,global_aez,State,Information
0,0,1466,USA,7,EO1H0440332012234110KD_SGS_01,8,2012,234,-121.663419,38.534516,corn,Critical,9,California,UniqueID: 1466 | USA AEZ: 7 | Month: 8 | Year: 2012 | jd: 234 | Longitude: -121.663419 | Latitude: 38.534516 | Crop: corn | Crop Stage: Critical | Global AEZ: 9
1101,1101,4166,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.65598,32.317649,cotton,Critical,10,Texas,UniqueID: 4166 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.65598 | Latitude: 32.317649 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1102,1102,4167,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.622001,32.318505,cotton,Critical,10,Texas,UniqueID: 4167 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.622001 | Latitude: 32.318505 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1103,1103,4168,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.664174,32.294257,cotton,Critical,10,Texas,UniqueID: 4168 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.664174 | Latitude: 32.294257 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1104,1104,4169,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.645567,32.296874,cotton,Critical,10,Texas,UniqueID: 4169 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.645567 | Latitude: 32.296874 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1105,1105,4170,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.627388,32.306916,cotton,Critical,10,Texas,UniqueID: 4170 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.627388 | Latitude: 32.306916 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1106,1106,4171,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.652633,32.291266,cotton,Critical,10,Texas,UniqueID: 4171 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.652633 | Latitude: 32.291266 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1107,1107,4172,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.66381,32.296613,cotton,Critical,10,Texas,UniqueID: 4172 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.66381 | Latitude: 32.296613 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1108,1108,4173,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.644388,32.30303,cotton,Critical,10,Texas,UniqueID: 4173 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.644388 | Latitude: 32.30303 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1109,1109,4174,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.635961,32.293312,cotton,Critical,10,Texas,UniqueID: 4174 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.635961 | Latitude: 32.293312 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1110,1110,4175,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.611123,32.29715,cotton,Critical,10,Texas,UniqueID: 4175 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.611123 | Latitude: 32.29715 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1111,1111,4176,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.71314,32.014919,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4176 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.71314 | Latitude: 32.014919 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1112,1112,4177,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.71816,32.079668,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4177 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.71816 | Latitude: 32.079668 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1113,1113,4179,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.715957,32.015814,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4179 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.715957 | Latitude: 32.015814 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1114,1114,4180,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.714568,32.015528,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4180 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.714568 | Latitude: 32.015528 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1115,1115,4181,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.735174,32.049174,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4181 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.735174 | Latitude: 32.049174 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1116,1116,4182,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.719264,32.077917,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4182 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.719264 | Latitude: 32.077917 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1117,1117,4185,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.720745,32.109258,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4185 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.720745 | Latitude: 32.109258 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1118,1118,4187,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.670719,32.248885,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4187 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.670719 | Latitude: 32.248885 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1119,1119,4188,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.679856,32.259278,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4188 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.679856 | Latitude: 32.259278 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1120,1120,4189,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.659812,32.284462,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4189 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.659812 | Latitude: 32.284462 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1121,1121,4190,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.674031,32.291144,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4190 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.674031 | Latitude: 32.291144 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1122,1122,4191,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.605902,32.315357,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4191 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.605902 | Latitude: 32.315357 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1123,1123,4192,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.653301,32.325008,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4192 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.653301 | Latitude: 32.325008 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1124,1124,4193,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.658098,32.283035,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4193 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.658098 | Latitude: 32.283035 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1125,1125,4196,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.651403,32.164016,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4196 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.651403 | Latitude: 32.164016 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1126,1126,4197,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.65283,32.169227,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4197 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.65283 | Latitude: 32.169227 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1127,1127,4198,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.668892,32.248654,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4198 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.668892 | Latitude: 32.248654 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1128,1128,4199,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.661325,32.282918,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4199 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.661325 | Latitude: 32.282918 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1129,1129,4200,USA,5,EO1H0290382013268110K2_SG1_01,9,2013,268,-100.668927,32.292912,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4200 | USA AEZ: 5 | Month: 9 | Year: 2013 | jd: 268 | Longitude: -100.668927 | Latitude: 32.292912 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1130,1130,4204,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.777809,31.706708,cotton,Critical,10,Texas,UniqueID: 4204 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.777809 | Latitude: 31.706708 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1131,1131,4205,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.711351,32.016279,cotton,Critical,10,Texas,UniqueID: 4205 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.711351 | Latitude: 32.016279 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1132,1132,4207,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.652553,32.301754,cotton,Critical,10,Texas,UniqueID: 4207 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.652553 | Latitude: 32.301754 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1133,1133,4208,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.651982,32.29671,cotton,Critical,10,Texas,UniqueID: 4208 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.651982 | Latitude: 32.29671 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1134,1134,4209,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.647509,32.300136,cotton,Critical,10,Texas,UniqueID: 4209 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.647509 | Latitude: 32.300136 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1135,1135,4210,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.636087,32.304609,cotton,Critical,10,Texas,UniqueID: 4210 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.636087 | Latitude: 32.304609 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1136,1136,4211,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.635421,32.299279,cotton,Critical,10,Texas,UniqueID: 4211 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.635421 | Latitude: 32.299279 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1137,1137,4212,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.630377,32.303277,cotton,Critical,10,Texas,UniqueID: 4212 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.630377 | Latitude: 32.303277 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1138,1138,4213,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.630377,32.290904,cotton,Critical,10,Texas,UniqueID: 4213 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.630377 | Latitude: 32.290904 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1139,1139,4214,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.666116,32.296186,cotton,Critical,10,Texas,UniqueID: 4214 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.666116 | Latitude: 32.296186 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1140,1140,4215,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.659787,32.317554,cotton,Critical,10,Texas,UniqueID: 4215 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.659787 | Latitude: 32.317554 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1141,1141,4216,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.65598,32.317649,cotton,Critical,10,Texas,UniqueID: 4216 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.65598 | Latitude: 32.317649 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1142,1142,4218,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.664174,32.294257,cotton,Critical,10,Texas,UniqueID: 4218 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.664174 | Latitude: 32.294257 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1143,1143,4219,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.645567,32.296874,cotton,Critical,10,Texas,UniqueID: 4219 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.645567 | Latitude: 32.296874 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1144,1144,4220,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.627388,32.306916,cotton,Critical,10,Texas,UniqueID: 4220 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.627388 | Latitude: 32.306916 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1145,1145,4221,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.652633,32.291266,cotton,Critical,10,Texas,UniqueID: 4221 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.652633 | Latitude: 32.291266 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1146,1146,4222,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.66381,32.296613,cotton,Critical,10,Texas,UniqueID: 4222 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.66381 | Latitude: 32.296613 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1147,1147,4224,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.635961,32.293312,cotton,Critical,10,Texas,UniqueID: 4224 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.635961 | Latitude: 32.293312 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1148,1148,4225,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.611123,32.29715,cotton,Critical,10,Texas,UniqueID: 4225 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.611123 | Latitude: 32.29715 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
1149,1149,4226,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.71314,32.014919,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4226 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.71314 | Latitude: 32.014919 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1150,1150,4227,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.71816,32.079668,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4227 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.71816 | Latitude: 32.079668 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1151,1151,4228,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.687965,32.110229,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4228 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.687965 | Latitude: 32.110229 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1152,1152,4229,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.715957,32.015814,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4229 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.715957 | Latitude: 32.015814 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1153,1153,4230,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.714568,32.015528,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4230 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.714568 | Latitude: 32.015528 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1154,1154,4231,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.735174,32.049174,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4231 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.735174 | Latitude: 32.049174 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1155,1155,4232,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.719264,32.077917,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4232 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.719264 | Latitude: 32.077917 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1156,1156,4234,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.716747,32.104918,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4234 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.716747 | Latitude: 32.104918 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1157,1157,4235,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.720745,32.109258,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4235 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.720745 | Latitude: 32.109258 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1158,1158,4236,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.712464,32.101092,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4236 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.712464 | Latitude: 32.101092 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1159,1159,4237,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.670719,32.248885,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4237 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.670719 | Latitude: 32.248885 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1160,1160,4239,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.659812,32.284462,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4239 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.659812 | Latitude: 32.284462 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1161,1161,4241,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.605902,32.315357,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4241 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.605902 | Latitude: 32.315357 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1162,1162,4242,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.653301,32.325008,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4242 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.653301 | Latitude: 32.325008 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1163,1163,4243,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.658098,32.283035,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4243 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.658098 | Latitude: 32.283035 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1164,1164,4244,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.686709,32.11691,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4244 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.686709 | Latitude: 32.11691 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1165,1165,4245,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.714749,32.103718,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4245 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.714749 | Latitude: 32.103718 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1166,1166,4248,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.668892,32.248654,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4248 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.668892 | Latitude: 32.248654 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1167,1167,4249,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.661325,32.282918,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4249 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.661325 | Latitude: 32.282918 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1168,1168,4250,USA,5,EO1H0290382013297110K2_SG1_01,10,2013,297,-100.668927,32.292912,winter_wheat,Emerge_VEarly,10,Texas,UniqueID: 4250 | USA AEZ: 5 | Month: 10 | Year: 2013 | jd: 297 | Longitude: -100.668927 | Latitude: 32.292912 | Crop: winter_wheat | Crop Stage: Emerge_VEarly | Global AEZ: 10
1169,1169,4252,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.780611,31.704567,cotton,Emerge_VEarly,10,Texas,UniqueID: 4252 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.780611 | Latitude: 31.704567 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
1170,1170,4253,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.782306,31.706322,cotton,Emerge_VEarly,10,Texas,UniqueID: 4253 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.782306 | Latitude: 31.706322 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
1171,1171,4254,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.777809,31.706708,cotton,Emerge_VEarly,10,Texas,UniqueID: 4254 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.777809 | Latitude: 31.706708 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
1172,1172,4255,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.717651,32.005339,cotton,Emerge_VEarly,10,Texas,UniqueID: 4255 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.717651 | Latitude: 32.005339 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
1173,1173,4256,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.652553,32.301754,cotton,Emerge_VEarly,10,Texas,UniqueID: 4256 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.652553 | Latitude: 32.301754 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
1174,1174,4257,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.651982,32.29671,cotton,Emerge_VEarly,10,Texas,UniqueID: 4257 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.651982 | Latitude: 32.29671 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
1175,1175,4258,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.647509,32.300136,cotton,Emerge_VEarly,10,Texas,UniqueID: 4258 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.647509 | Latitude: 32.300136 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
1176,1176,4259,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.636087,32.304609,cotton,Emerge_VEarly,10,Texas,UniqueID: 4259 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.636087 | Latitude: 32.304609 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
1177,1177,4260,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.635421,32.299279,cotton,Emerge_VEarly,10,Texas,UniqueID: 4260 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.635421 | Latitude: 32.299279 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
1178,1178,4261,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.630377,32.303277,cotton,Emerge_VEarly,10,Texas,UniqueID: 4261 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.630377 | Latitude: 32.303277 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
1179,1179,4262,USA,5,EO1H0290382014147110K2_SG1_01,5,2014,147,-100.630377,32.290904,cotton,Emerge_VEarly,10,Texas,UniqueID: 4262 | USA AEZ: 5 | Month: 5 | Year: 2014 | jd: 147 | Longitude: -100.630377 | Latitude: 32.290904 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
